ROCO_CLEF_07350	C0203126;C0203051
ROCO_CLEF_45590	C0933845;C0037993
ROCO_CLEF_57551	C0034579
ROCO_CLEF_40994	C0162868;C0003483
ROCO_CLEF_10093	C0456824;C1552839
ROCO_CLEF_48895	C0040395;C0233256;C0034579;C1561542;C0458827;C0178987;C0015450;C0040405
ROCO_CLEF_08540	C0025066;C0817096;C0024109;C0003842
ROCO_CLEF_02153	C0398266;C0398296;C0024687
ROCO_CLEF_44828	C0004056;C0005558;C2712334;C0024202;C2827071;C1552839;C0007431;C0746922;C0398296;C0349707
ROCO_CLEF_04243	C0456824;C0424530;C1322279;C0700124;C0016976;C0412555;C0041618;C0205400;C0153452;C0000726;C1185740;C0012359
ROCO_CLEF_60441	C1524073;C0939261;C0412555;C0041618
ROCO_CLEF_08907	C0456605
ROCO_CLEF_26955	C0006095;C0028778;C1705273;C0031843;C1533685;C0009924;C0021485;C0449900
ROCO_CLEF_24163	C0043299;C0175722;C0921176;C1548003;C0441247;C0025066;C0525187;C0817096;C0587668;C1962945;C0543467
ROCO_CLEF_17502	C0772294;C0037993;C0023884;C0441633;C0221198;C0003842
ROCO_CLEF_55222	C0729233;C0772294;C0817096;C0702249;C0024109;C0332448;C0221198;C1692321
ROCO_CLEF_12914	C0434014;C0011980;C0158945
ROCO_CLEF_70777	C0042149;C0412555;C0041618;C1561540
ROCO_CLEF_19640	C0935623;C0022646;C0005682;C0227665
ROCO_CLEF_50651	C0031050;C0018792;C0024109;C0265124;C0003842
ROCO_CLEF_51485	C2242558;C0741302;C2936859;C0796095;C1551379;C0796110;C2936904;C0374082;C0039729;C0700185;C0333581;C0441633
ROCO_CLEF_63963	C2242558;C0003483;C1551379;C0374082;C0024109;C0700185;C0150312;C0333581;C0003842
ROCO_CLEF_22980	C0040395;C0233256;C0034579;C0030797;C0040405;C1185740
ROCO_CLEF_34337	C1553500;C2745965;C0817096;C1546844
ROCO_CLEF_01219	C0497156;C0772294;C0043299;C0817096;C1962945;C0025066;C0221198;C0233494;C1293134;C0929176;C1548003
ROCO_CLEF_18894	C0032743;C0772294;C0243144;C0441633;C0221198;C0262950;C1561538
ROCO_CLEF_08935	C0687702;C0040395;C0034579;C0233929;C0243144;C0032743;C0040405
ROCO_CLEF_00833	C0034579;C0040395;C1550311;C0023884;C0221874;C0817096;C0607422;C0009924;C0934569;C0040405;C0449900
ROCO_CLEF_07729	C1962945;C1548003;C0026367;C0043299;C1550227
ROCO_CLEF_25189	C0227566;C0011900
ROCO_CLEF_45727	C0040405;C0034579;C0040395;C0558362
ROCO_CLEF_70100	C0013687;C0039991;C1962945;C1548003;C1546613;C0043299;C0817096;C0024109;C3245511
ROCO_CLEF_33460	C1963113;C0262950;C0015811;C0030797
ROCO_CLEF_09875	C0729233;C0042241;C0152097;C0011980;C0037993;C0009368;C0817096;C0009924;C0441633;C0449900
ROCO_CLEF_25284	C0741968;C0002978;C0162868;C3245511;C0184906;C0003842
ROCO_CLEF_19960	C1176472
ROCO_CLEF_39993	C0032326
ROCO_CLEF_23832	C0020507;C0675788;C0183115;C0009924;C0449900
ROCO_CLEF_51017	C0031939;C0040184;C0016068;C4283785;C0015811;C0014570
ROCO_CLEF_61297	C0006104;C0228192
ROCO_CLEF_12330	C0009924;C0441633;C0449900
ROCO_CLEF_48902	C1963113;C1140621
ROCO_CLEF_20276	C0042149;C0040395;C0034579;C0005847;C0009924;C0205065;C0040405;C0449900
ROCO_CLEF_57162	C0030274;C0442743;C1963198;C0030305;C0000726;C0039259;C0009924;C0441633;C0449900
ROCO_CLEF_35572	C1293134;C0175676;C1553386;C0041618;C2355627;C0018827;C0203463
ROCO_CLEF_16000	C0728940;C1962945;C1548003;C0015252;C0722792;C0043299;C4283785;C0184913;C0262950
ROCO_CLEF_49802	C0221874;C0005767;C0442034;C0005768;C0607422;C0441633;C0229664
ROCO_CLEF_03834	C0008350;C0013604;C0016976;C1963083;C0205400;C0153452
ROCO_CLEF_35343	C0796494;C0228505
ROCO_CLEF_45143	C1552858;C0227813;C1524004;C0015252;C0007876;C0006104;C2355627;C3242263;C0018827;C0231881;C0728940;C0184905
ROCO_CLEF_70681	C1962945;C1548003;C0233256;C0043299;C0817096
ROCO_CLEF_62357	C0043299;C1548003;C0262950;C1962945
ROCO_CLEF_06222	C0349674;C0175659;C1552858;C0684254;C1167624;C0564182;C0015252;C0007876;C1300072;C0728940;C0858318;C0027627;C0184905;C2347943
ROCO_CLEF_19285	C0015376;C1548003;C1962945;C3203359;C0227665;C0043299;C0005682;C0403608;C0022646
ROCO_CLEF_38720	C0040395;C0034579;C0037993;C0023884;C0040405
ROCO_CLEF_55989	C0221874;C0728940;C1552858;C1548801;C0015252;C0035561;C0007876;C3244072;C0025611;C0184905
ROCO_CLEF_25307	C0003483;C0000726;C0009924;C0449900
ROCO_CLEF_64623	C0040184;C1963113;C0433651
ROCO_CLEF_51563	C0034770;C0947630;C1561542;C0023884;C0009924;C0449900
ROCO_CLEF_43269	C0013516;C0203378;C0203379;C2939420;C0183129;C0221533;C1328685;C0027627;C0013524
ROCO_CLEF_28143	C0441633;C0038351;C0224155;C0000726
ROCO_CLEF_26862	C0240795;C0556030;C1170653;C0030797;C0231519;C0005847;C0231881;C0039597;C2347268
ROCO_CLEF_55244	C0751437;C0028778;C3891555;C1552826;C0175722;C0228174;C4255126;C0002978;C1135564;C1548816;C0005847;C0006104;C0854571;C0003842;C0566001
ROCO_CLEF_11377	C0751437;C0441513;C1293284;C0005775;C0741968;C0002978;C0845672;C1299586;C0332218;C0565460;C0198062;C1293304;C1516559;C0524865;C0003842;C0841296
ROCO_CLEF_24745	C4084721;C0030274;C3841811;C0771711;C1553386;C0702058;C0021853;C0265706;C0040732
ROCO_CLEF_55698	C1561540;C0013604;C0412555;C0041618
ROCO_CLEF_48877	C0024109;C1186983;C0003842;C0184252
ROCO_CLEF_55565	C0183115;C0000726
ROCO_CLEF_28103	C0221874;C0040395;C0935598;C0034579;C0521366;C0392148;C0150312;C0040405
ROCO_CLEF_61617	C0206138
ROCO_CLEF_18703	C1527075;C1963113;C1962945;C1548003;C0228391;C1561542;C0558347;C0043299;C0005847;C0015811;C0019552;C0543467;C0018670
ROCO_CLEF_22993	C0016068;C0179081;C0394664;C0003086;C0007431;C0398296
ROCO_CLEF_17179	C0040408;C2985765
ROCO_CLEF_26720	C1963113;C1962945;C1548003;C0043299;C0039729
ROCO_CLEF_48641	C0040395;C0034579;C1705236;C0817096;C0441633;C0040405;C0040578
ROCO_CLEF_05731	C0036429;C0040395;C0751438;C1552858;C0221198;C0034579;C0015252;C0947630;C0446908;C0007876;C0006104;C1261381;C0230467;C0441633;C0728940;C0040405;C0262950;C0184905;C0772294
ROCO_CLEF_27991	C0040395;C0227665;C0034579;C0030797;C0040732;C3841811;C0040456;C0038257;C0040405;C0022646
ROCO_CLEF_63955	C1553386;C1318509;C1561538
ROCO_CLEF_51714	C0043299;C0179081;C0022742;C1962945;C0427008;C0751438;C0016068;C0003086;C1548003
ROCO_CLEF_44239	C0013103;C0012621;C0042449;C0005874
ROCO_CLEF_32688	C0043299;C1548003;C0014268;C1962945
ROCO_CLEF_32973	C0007332
ROCO_CLEF_67970	C1555302;C1533810;C1261287;C0013303;C0687028;C0035139;C0005388;C0694547;C1550227;C0441587
ROCO_CLEF_22101	C0014876;C0040578;C0003842
ROCO_CLEF_24044	C0013103;C1533685;C0446516;C0231519;C0021485;C0240795;C0012621;C0018792;C1548938;C0006095;C0027530;C0031545;C0231957;C0449900;C0042449;C0556030;C0005847;C1140618;C0009924;C2347268
ROCO_CLEF_57398	C1561528;C0542559
ROCO_CLEF_27732	C0224155;C0002978;C0037993;C0005847;C0038351;C3245511;C0124688;C1533685;C0947677;C0021485;C0003842
ROCO_CLEF_19083	C1552853;C0023884;C0018792;C0542560
ROCO_CLEF_22056	C0031809;C0582103
ROCO_CLEF_11829	C0225594;C0332523;C0006255;C1293134;C0205400;C0264372;C0817096;C2825977;C1554103;C0185115
ROCO_CLEF_33229	C4255126;C0002978;C3891555;C1548816
ROCO_CLEF_17434	C0282443
ROCO_CLEF_42774	C0442743;C0030797;C0021853;C0607422;C0025474;C0441633
ROCO_CLEF_42028	C1561577;C1704788;C0309093;C1514811
ROCO_CLEF_52925	C1829459;C0027530;C0222679
ROCO_CLEF_36980	C1444662;C0772294;C0442106;C1829459;C0221198;C0021815
ROCO_CLEF_17956	C0013687;C0013103;C0026764;C1546613;C0012621;C0043299;C0817096;C1962945;C0577559
ROCO_CLEF_10316	C1550472;C0741968;C0612923;C0150312;C0237677
ROCO_CLEF_13951	C0031809;C0029939;C0175676;C0041618;C0582103
ROCO_CLEF_57442	C0871290;C0817096;C0202165
ROCO_CLEF_56481	C0558143;C0019066;C0040395;C4085643;C0333525;C0034579;C0037993;C4049706;C4321335;C0607422;C3244287;C0286840;C0441633;C4049705;C0040405
ROCO_CLEF_24019	C0935598;C0030797;C1705817
ROCO_CLEF_40062	C1522662;C1962945;C1548003;C0036277;C0037949;C0043299;C0728733;C0037004;C0185023
ROCO_CLEF_03616	C0013687;C1546613;C1552839;C0442031
ROCO_CLEF_37138	C1450294;C0040395;C1561542;C0817096;C0796494;C0009924;C0449900
ROCO_CLEF_61708	C1962945;C0043299;C1548003
ROCO_CLEF_32778	C0584869;C1744564;C0441107;C0332523;C1553386;C3203359;C0039409;C2825977;C0037004
ROCO_CLEF_50137	C0745348;C0015450;C0031050;C1995642;C2355627;C0460139;C0442031;C0579016;C0265124;C0018827;C0184904
ROCO_CLEF_58742	C1260969;C1709311;C0013604;C0772294;C0009368;C0000726;C2985765;C0009924;C0221198;C0449900
ROCO_CLEF_10925	C4084721;C0231881
ROCO_CLEF_58881	C0184666;C0040395;C4085643;C1856555;C0023890;C0034579;C4049705;C4321335;C4049706;C0023884;C0151514;C0040405
ROCO_CLEF_66280	C1861265;C1561543;C0947663;C1522133;C0262926;C0011847;C1444662;C1963138;C0678189;C0017181;C2748577;C0020443;C0262512;C0015392
ROCO_CLEF_34335	C0242693;C0442036
ROCO_CLEF_13645	C0039409;C0584869;C0240795;C0231519;C3203359;C0035139;C0556030;C0020164;C1857644;C0700164;C0441587;C0003885;C2347268
ROCO_CLEF_66649	C0935598;C1550227;C0524466;C1524073
ROCO_CLEF_69658	C0740170;C0733796
ROCO_CLEF_54845	C1516986;C0015252;C0587668;C1552858;C0224388;C0175643;C0728940;C0543467;C0034896;C0934502;C0003461;C0205097;C1550227;C0183346;C1553386
ROCO_CLEF_00506	C1185729;C0021156;C0024947;C1962945;C1548003;C0004454;C0043299
ROCO_CLEF_27416	C0772294;C0033252;C0030797;C0521377;C0005682;C0221198
ROCO_CLEF_65276	C0001558;C0199808;C0442158;C0036589;C1184808;C0005847;C0939261;C0746961;C0412198;C0001563;C0033363;C0523807;C0678723;C0449900;C1254042;C0199810;C0376495;C0725057;C0016538;C0009924;C3469597
ROCO_CLEF_22753	C0175659;C0684254;C0024202;C0349674;C0746922;C1550310
ROCO_CLEF_07298	C0030797
ROCO_CLEF_43232	C1552826;C0233256;C0817096;C0796494;C0332448;C1546677
ROCO_CLEF_45382	C0456824;C0441633;C0021853
ROCO_CLEF_37237	C1692321;C0817096;C0702249;C0024109;C0332448;C0441633
ROCO_CLEF_29447	C0564182;C0015811
ROCO_CLEF_45293	C0055072;C0262499;C0562350;C0455829;C0424683
ROCO_CLEF_60090	C0196112;C0037303;C0013812;C0947630;C0935456;C2951888;C1550631;C0039487;C0262950
ROCO_CLEF_60064	C1962945;C1548003;C0228391;C0043299;C0019552;C1561538
ROCO_CLEF_22810	C1553386;C0005682
ROCO_CLEF_06733	C0751437;C0027530;C0202165;C0228391;C0015811;C0019552;C0018670
ROCO_CLEF_30359	C0003483;C0012725;C0003842
ROCO_CLEF_41759	C0040395;C0026168;C0034579;C0000726;C0441633;C0040405
ROCO_CLEF_49383	C0039985;C0184661;C3539779;C3714636;C3538935;C0024109;C0040578
ROCO_CLEF_41622	C0040395;C0024947;C0034579;C0024687;C0004454;C0150312;C0441633;C0040405;C4254354;C0040426
ROCO_CLEF_62570	C0006104;C0441633
ROCO_CLEF_26921	C0040395;C0034579;C1962958;C0441633;C0040405
ROCO_CLEF_07867	C1963113;C0228391;C1561542;C0038435;C0019552;C0000962
ROCO_CLEF_11437	C1546742;C0412555;C0041618
ROCO_CLEF_21844	C0024109
ROCO_CLEF_61225	C0441633
ROCO_CLEF_58181	C3853789;C1610719;C1995642;C1561540;C1186763;C0018827
ROCO_CLEF_21222	C0043299;C0439775;C4084721;C1962945
ROCO_CLEF_63654	C0043299;C1962945;C0175720
ROCO_CLEF_58682	C0005558;C0180921;C0016356
ROCO_CLEF_02108	C0205400;C0175676;C0021853;C0041618
ROCO_CLEF_40586	C1692321;C0332448;C0817096;C0702249;C0024109
ROCO_CLEF_70013	C0751437;C3244287;C0002978;C0772294;C0286840;C0221198;C0003842
ROCO_CLEF_43516	C0015376;C0002978;C0030797;C0009924;C0449900
ROCO_CLEF_07928	C0442037;C0002978;C0003842
ROCO_CLEF_67790	C0921176;C4283785;C0549207;C0043299;C0525187;C0150312;C1962945
ROCO_CLEF_21223	C1578486;C1550655
ROCO_CLEF_16750	C0000828;C1704326
ROCO_CLEF_39791	C0687028;C0772294;C0005388;C1550227;C0221198
ROCO_CLEF_25311	C1552858;C0015252;C0079595;C0007876;C0006104;C0025462;C0231881;C0728940;C0221198;C0184905;C0772294
ROCO_CLEF_29534	C0005558;C0039729;C0007431;C0398296
ROCO_CLEF_14359	C1444662;C4085643;C0935598;C4049705;C0011164;C0037949;C4321335;C4049706;C1305866
ROCO_CLEF_15107	C0040184
ROCO_CLEF_68729	C0022646;C0543467
ROCO_CLEF_38746	C3263723;C0003483;C0012737;C0817096;C0729233
ROCO_CLEF_19750	C1962945;C1548003;C0043299;C0869474;C0017547;C0006736
ROCO_CLEF_48289	C0002978
ROCO_CLEF_52344	C0030797
ROCO_CLEF_09263	C0013687;C1546613;C0031809;C0582103;C0043262
ROCO_CLEF_58225	C0032005;C0231881;C0001430
ROCO_CLEF_11820	C1511790
ROCO_CLEF_37280	C1254042;C3853789;C1610719;C1561528;C0746961;C0523807;C0678723
ROCO_CLEF_40058	C0009924;C0607422;C0449900
ROCO_CLEF_10653	C0040395;C0034579;C0817096;C0040405
ROCO_CLEF_68966	C0751437;C0002978;C0003842
ROCO_CLEF_41168	C0013687;C0746922;C0817096;C1546613;C0024202
ROCO_CLEF_32111	C0700124;C1322279;C4084721;C0021853;C0607422;C0441633
ROCO_CLEF_38780	C0040395;C3244072;C0034579;C0543467;C0040405;C0003842
ROCO_CLEF_08187	C0043299;C0034104;C1962945
ROCO_CLEF_56939	C0497156;C0441633;C0817096;C0744971
ROCO_CLEF_54605	C1962945;C1548003;C0037949;C0043299;C0000726
ROCO_CLEF_56015	C0040395;C0034579;C0042345;C0040405
ROCO_CLEF_41402	C0043299;C1548003;C1561542;C1962945
ROCO_CLEF_26913	C1550278;C0001629;C0227665;C0041618;C0933845;C1305694;C0022646;C0412555
ROCO_CLEF_39702	C1265876;C0029053;C1962945;C1548003;C0043299;C0817096;C1553496;C0024109;C0150312
ROCO_CLEF_61081	C0184666;C0039985;C1561538
ROCO_CLEF_61537	C0040184;C0002978;C1548816;C0751438;C4255126;C3891555;C1140621;C1548817;C0003842
ROCO_CLEF_12340	C0021102;C0021107
ROCO_CLEF_08879	C0007431;C0376443;C0376444;C0398296
ROCO_CLEF_19157	C0028778;C0003483;C0182025;C0038925;C0012737;C0025066;C0024109;C0009924;C0003842;C0449900
ROCO_CLEF_30004	C0700287;C0042449;C1962945;C1548003;C1549114;C0684224;C0043299;C0817096;C0024109;C0003842
ROCO_CLEF_27486	C0018827;C2355627;C0554756
ROCO_CLEF_46017	C0022983;C0817096;C0729233;C0037949
ROCO_CLEF_02039	C0027530;C0687702;C0040395;C0024202;C0034579;C0233929;C0243144;C0040405;C0746922
ROCO_CLEF_14384	C0228505;C0040395;C0034579;C0817096;C0024109;C0040405
ROCO_CLEF_35950	C0228505;C0817096;C0024109
ROCO_CLEF_01463	C0043299;C1533810;C1962945;C1548003;C0035139;C0441587;C1555302
ROCO_CLEF_37498	C0029939;C0772294;C0441633;C0221198;C0086972
ROCO_CLEF_52017	C1322279;C0700124;C0205400;C4084721;C0012359
ROCO_CLEF_08254	C0040395;C0221198;C0034579;C0772294;C0038351;C0040405
ROCO_CLEF_23928	C0018792;C0817096;C1704454
ROCO_CLEF_38709	C0025148;C0175676;C0772294;C0041618;C1305694;C0203463;C0221198
ROCO_CLEF_13013	C0687028;C0005576;C0741302;C1510411;C1554215;C0005388;C3245511;C1550227;C0231881;C1829459
ROCO_CLEF_58523	C0596764;C4049863;C0751438;C0079595;C0027809;C1101725;C0231881;C0233494
ROCO_CLEF_51813	C0228391;C1561543;C0019552
ROCO_CLEF_53142	C0007723;C1962945;C1548003;C0376495;C0043299
ROCO_CLEF_15566	C0027530;C0040395;C1285092;C0030580;C2985765;C0441633
ROCO_CLEF_62759	C0042449;C0549207;C1829459;C0003842
ROCO_CLEF_38057	C0040395;C0001575;C0040405;C2242558;C0034579;C1551379;C0374082;C0700185;C0441633;C0333581;C0262950
ROCO_CLEF_42199	C0013516;C0003483;C0203378;C0203379;C0183129;C0441247;C1135564;C0221533;C0013524
ROCO_CLEF_40925	C0021485;C0027809;C2328730;C1533685
ROCO_CLEF_14683	C0921176;C2745965;C1546844;C0525187;C0006104;C2355627;C0018827;C0019939;C1553500
ROCO_CLEF_28481	C0005767;C1306232;C1261287;C0003483;C0005768;C1186983;C0229664;C0184252
ROCO_CLEF_52466	C3891555;C0015376;C4255126;C0002978;C3203359;C1548816;C3245511;C0003842
ROCO_CLEF_00471	C0221874;C0175676;C0015392;C0041618;C0203463
ROCO_CLEF_52349	C0751437;C0027530;C3244072;C0182400;C1548801;C0152334;C0227794;C0007874;C0460139;C0030797;C0728863;C1550227;C0227837;C0751438;C1858460;C0721591
ROCO_CLEF_13334	C0751437;C1552826;C1318154;C0240795;C0556030;C0231519;C0460005;C2347268
ROCO_CLEF_56030	C2586211;C0042449;C0412555;C0041618
ROCO_CLEF_05442	C0687152;C1962945;C1548003;C3244287;C0035561;C0043299;C0796494;C0817096;C0024109;C0441633;C0286840;C0262950
ROCO_CLEF_63496	C0027530;C0221874;C0040399;C0015811;C0237497;C0185042;C0185023;C0262950;C0018670
ROCO_CLEF_54624	C2004489;C1553386;C0232605;C0018792
ROCO_CLEF_68005	C0224319;C0202165
ROCO_CLEF_09660	C0013687;C1546613;C3714636
ROCO_CLEF_16615	C0817096;C0040578
ROCO_CLEF_43964	C0184661;C0025663;C0751438;C3538935;C3539779
ROCO_CLEF_24990	C0040395;C0221198;C0034579;C0227665;C0817096;C0607422;C0796494;C0772294;C0040405;C0022646
ROCO_CLEF_41748	C0014848;C1318509;C0549207;C1321756;C0014876
ROCO_CLEF_34766	C0180921;C0240795;C0556030;C0332523;C0016356;C0231519;C0183014;C2347268
ROCO_CLEF_52660	C0013516;C0203378;C0203379;C0183129;C1185625;C0244399;C0018792;C0221533;C0013524;C0935616
ROCO_CLEF_19084	C0003617;C1552860
ROCO_CLEF_27502	C0013516;C0203378;C0203379;C0183129;C4283785;C1550604;C0221533;C0013524
ROCO_CLEF_36247	C1293134;C0024947;C0024202;C0412555;C0004454;C0041618;C0746922
ROCO_CLEF_58375	C1254042;C1533810;C0175723;C0746961;C0523807;C0035139;C0441587;C0678723;C1546742;C1555302
ROCO_CLEF_40076	C0025148;C1550472;C0011164;C0349676;C1305694;C0333549;C0723323
ROCO_CLEF_23108	C0015450;C0030580;C0024876;C0332516
ROCO_CLEF_65411	C1546602;C0740170;C0012817
ROCO_CLEF_05438	C1962945;C1548003;C0043299;C0262950
ROCO_CLEF_38239	C0772294;C0222720;C0309093;C0947630;C0935456;C0921177;C0039487;C0796494;C0221198;C1184145
ROCO_CLEF_11150	C0751437;C0040395;C0034579;C0549207;C0751438;C0441633;C0040405
ROCO_CLEF_18843	C0013303;C0012817;C1546602
ROCO_CLEF_28207	C0040421;C0935598;C0836921;C2985765;C0007765;C0009924;C0449900
ROCO_CLEF_18013	C0013516;C0183129;C2699153;C2243117;C0087086;C2355627;C0018792;C0018827
ROCO_CLEF_26297	C0006104;C0025462;C3496276;C3496277;C3496275
ROCO_CLEF_63606	C0040395;C0034579;C0333139;C0021853;C0000726;C0040405
ROCO_CLEF_01321	C0002978;C0040395;C0034579;C0751438;C0040405
ROCO_CLEF_53828	C0751437;C0027530;C0441610;C1522662;C1962945;C0185023;C0751438;C0043299;C1963113;C0728733;C0301559;C0441650
ROCO_CLEF_06093	C0935598;C0262950
ROCO_CLEF_50072	C0013604;C0017067;C1306232;C0034579;C1258666;C0228174;C0006104;C0039729;C0242184;C0040395;C0040405;C0018670
ROCO_CLEF_19814	C0001558;C0036589;C0040405;C0040395;C0700124;C0199808;C0012359;C0001563;C0034579;C0441633;C0449900;C0034770;C0199810;C1322279;C0376495;C0725057;C0000726;C0009924;C3469597
ROCO_CLEF_17417	C0184666;C0040395;C0034579;C1305400;C0817096;C1514893;C0040405
ROCO_CLEF_42988	C0228505;C0729233;C0772294;C0014118;C0817096;C0024109;C0221198;C2948499
ROCO_CLEF_23941	C0025066;C0751437;C0817096
ROCO_CLEF_18664	C0013687;C1546613;C0040395;C0034579;C0442031;C0607422;C0441633;C0040405
ROCO_CLEF_62366	C0125339;C1263450
ROCO_CLEF_65664	C0687702;C0040395;C0042241;C0152097;C0011980;C0034579;C0037993;C0233929;C0038351;C2985765;C0040405
ROCO_CLEF_36862	C0040405;C0006104;C0034579;C0040395
ROCO_CLEF_45432	C0185060;C3263723;C0446516;C1140618
ROCO_CLEF_63364	C0003842
ROCO_CLEF_26903	C0043299;C1548003;C1318154;C1962945
ROCO_CLEF_13974	C1963101;C1306232;C0796095;C2936859;C0309093;C0947663;C0796110;C0022646;C1963138;C2936904;C0085584;C0338472;C0598106;C2748577;C0270612;C0751438;C0206019
ROCO_CLEF_55709	C0019564;C0152316
ROCO_CLEF_49015	C0243144;C0233929;C0040405;C0040395;C0046056;C1458156;C0034579;C1550472;C0687702;C0441633;C1578513;C0041158;C0000726
ROCO_CLEF_17086	C0017067;C1258666
ROCO_CLEF_31057	C0175730;C0029939;C1553386;C0001575;C2004454;C0231881;C0333052
ROCO_CLEF_07795	C1546602;C0740170;C0012817
ROCO_CLEF_18605	C1548820;C0027530;C0039097;C1610719;C0228391;C1547787;C0015811;C0019552;C1550315;C0003885
ROCO_CLEF_03926	C0700124;C1322279;C0030797;C0013303;C0012359
ROCO_CLEF_61428	C0751437;C0040395;C0034579;C0524466;C0935456;C0039487;C0040405;C0233494
ROCO_CLEF_51498	C1963113;C0027530;C0015811;C0030797
ROCO_CLEF_50330	C0043299;C1962945
ROCO_CLEF_66512	C0040399;C0015392;C0751438;C0441633;C3282905
ROCO_CLEF_21925	C0729233;C0038351;C0817096;C0009924;C0441633;C0934569;C0449900
ROCO_CLEF_10142	C0027530;C0221874;C1306232;C0013604;C0549207;C1444662;C0152060;C0231881;C0606665
ROCO_CLEF_35265	C0024947;C0034579;C0772294;C0004454;C4254354;C0221198
ROCO_CLEF_51410	C0013604;C0040395;C0221198;C0034579;C0772294;C0031809;C0040405;C0582103;C0018670
ROCO_CLEF_04398	C0442936;C0015252;C0796095;C2936859;C0606665;C1829459;C1963113;C1444662;C2936904;C0205097;C1550227;C0441633;C0522224;C0728940;C3245502;C3245501;C0796110
ROCO_CLEF_33210	C0076106;C0018670
ROCO_CLEF_10329	C2347934;C0376495;C1947919;C0185125;C1550604;C0185026;C0581712;C0554756
ROCO_CLEF_53855	C0005558;C0772294;C0011900;C0817096;C0024109;C0221198;C0430533
ROCO_CLEF_43983	C0040395;C0034579;C0607422;C0441633;C0040405
ROCO_CLEF_66375	C0935598;C0521428;C0607422
ROCO_CLEF_34615	C2242558;C0001430;C0772294;C1551379;C0374082;C0003842;C0700185;C0333581;C0221198;C0441633
ROCO_CLEF_30797	C0441633;C1561538
ROCO_CLEF_19474	C0441633;C3245511;C0003842
ROCO_CLEF_25906	C1306232;C1261381;C0228391;C1561542;C0019552
ROCO_CLEF_02346	C0043299;C1548003;C1962945
ROCO_CLEF_14724	C0175676;C0041618;C0728811;C0000726;C0796494;C0203463
ROCO_CLEF_11400	C0021485;C0040661;C1533685
ROCO_CLEF_57070	C0206153;C0242602;C0497156;C0520484;C0456269;C0005976;C1561542;C0935850;C0024128;C0037297;C0023884;C0744971;C0607422;C0040736;C0596557;C0025474;C0040732
ROCO_CLEF_30639	C0013516;C1550472;C0203378;C0203379;C0183129;C0018792;C0549099;C0221533;C0013524
ROCO_CLEF_54708	C0225594;C0817096;C1450294;C0040395
ROCO_CLEF_60184	C1550227
ROCO_CLEF_26463	C0043299;C0007723;C1548003;C1962945
ROCO_CLEF_54779	C0225594;C0040395;C0034579;C0024109;C0796494;C0040405
ROCO_CLEF_54239	C1548003;C0027530;C1962945;C0043299;C0392148;C0150312
ROCO_CLEF_16110	C0006104
ROCO_CLEF_63022	C0231881;C0031809;C0582103
ROCO_CLEF_63805	C0175676;C0014245;C0772294;C0934502;C0041618;C0203463;C0221198
ROCO_CLEF_04379	C0011900;C1561542
ROCO_CLEF_41140	C3891555;C4255126;C0002978;C0243032;C1548816;C0751438;C0231881;C1561538
ROCO_CLEF_70577	C0309093
ROCO_CLEF_62283	C0036871;C0542492;C1148554
ROCO_CLEF_18067	C0441633;C1550512;C0003842;C0024109
ROCO_CLEF_68610	C1861265;C0309093;C0017181;C2985765;C0007765;C0037303
ROCO_CLEF_54341	C0038293;C0441610;C0817096
ROCO_CLEF_08384	C0028778;C1962945;C1548003;C0043299;C0009368;C0000726
ROCO_CLEF_34456	C0021156;C0024947;C0772294;C0004454;C0221198
ROCO_CLEF_07108	C2985765;C0019564;C0009924;C0449900
ROCO_CLEF_63426	C0040395;C0034579;C0023884;C0040405
ROCO_CLEF_44721	C0043299;C1548003;C1962945
ROCO_CLEF_16053	C0043299;C1548003;C1561538;C1962945
ROCO_CLEF_02189	C0013516;C3889392;C0203378;C0203379;C0015252;C1561542;C0007876;C0018827;C1552858;C0282413;C0018792;C0728940;C0221533;C0013524;C3889389;C3889399;C1293134;C2348066;C2355627;C3889394;C3889398;C0598782;C3889391;C3889390;C3889393;C3889395;C0183129;C3889397;C3889396;C0205400;C0087086;C0524422;C0184905
ROCO_CLEF_04376	C2242558;C0040395;C1551379;C0022646;C0374082;C0935623;C0607422;C0700185;C0441633;C0333581
